title,author,publisher,category,publish_date,description
International Conference on Genetic and Evolutionary Methods (GEM) 2008,"World Congress in Computer Science, Computer Engineering, and Applied Computing (WORLDCOMP) 2008",CSREA Press,CD-ROM,2008,
International Conference on Artificial Intelligence (ICAI) 2008,"World Congress in Computer Science, Computer Engineering, and Applied Computing (WORLDCOMP) 2008",CSREA Press,CD-ROM,2008,
Quantum Statistical Theory of Superconductivity,"Fujita, Shigeji",Plenum Press,QC611.92. F8Q,1996,
(The)Volterra and Wiener Theories of Nonlinear Systems,"Schetzen, Martin",R.E. Krieger Pub. Co,QA402. S28V,1989,
"Chinese Remainder Theorem : Applications in Computing, Coding, Cryptography","Ding, C",World Scientific,QA268. D5C,1996,
산업 및 조직 심리학,성균관대학교 산업심리학과 (편),박영사,HF5548.8. 성17산,1996,
자바 퀵 레퍼런스 = JAVA Quick Reference,"Afergan, Michael",정보문화사,QA76.64. A43자,1997,
Scrambling Techniques for Digital Transmission,"Lee, Byeong Gi",Springer-Verlag,TK5102.85. L4S,1994,
Signal Processing Systems : Theory and Design,"Kalouptsidis, N","John Wiley & Sons, Inc",TK5102.9. K3S,1997,
확률 미분 방정식,김재희,민음사,QA274.23. 김72확,1997,
Optical Measurement Techniques and Applications,"Rastogi, Pramod K. (ED)",Artech House,QC367. R3O,1997,
(An)Introduction to Formal Languages and Automata,"Linz, Peter",D.C. Heath and Company,QA267.3. L5I,1990,
Digital Beamforming in Wireless Communications,"Litva, John",Artech House,TK5103.2. L5D,1996,
Gesture : Visible Action as Utterance,Adam Kendon,Cambridge University Press,P117. K4G,2004,
고급 통계학 특강 1 : SPSS 오픈하우스 세미나 = Advanced Topics in Statistics 1 : SPSS Open House,허명회,데이타솔루션,HA32. 허34고,2015,
International Conference on Wireless Networks (ICWN) 2008,"World Congress in Computer Science, Computer Engineering, and Applied Computing (WORLDCOMP) 2008",CSREA Press,CD-ROM,2008,
International Conference on Information and Knowledge Engineering (IKE) 2008,"World Congress in Computer Science, Computer Engineering, and Applied Computing (WORLDCOMP) 2008",CSREA Press,CD-ROM,2008,
"International Conference on Image Processing, Computer Vision, and Pattern Recognition (IPCV) 2008","World Congress in Computer Science, Computer Engineering, and Applied Computing (WORLDCOMP) 2008",CSREA Press,CD-ROM,2008,
International Conference on Information Theory and Statistical Learning (ITSL) 2008,"World Congress in Computer Science, Computer Engineering, and Applied Computing (WORLDCOMP) 2008",CSREA Press,CD-ROM,2008,
"International Conference on Modeling, Simulation and Visualization Methods (MSV) 2008","World Congress in Computer Science, Computer Engineering, and Applied Computing (WORLDCOMP) 2008",CSREA Press,CD-ROM,2008,
"Streamlined Object Modeling : Patterns, Rules and Implementation","Nicola, Jill",Prentice Hall PTR,QA76.9.O35. N5S,2002,
International Conference on Security and Management (SAM) 2008,"World Congress in Computer Science, Computer Engineering, and Applied Computing (WORLDCOMP) 2008",CSREA Press,CD-ROM,2008,
International Conference on Software Engineering Research and Practice (SERP) 2008,"World Congress in Computer Science, Computer Engineering, and Applied Computing (WORLDCOMP) 2008",CSREA Press,CD-ROM,2008,
International Conference on Semantic Web and Web Services (SWWS) 2008,"World Congress in Computer Science, Computer Engineering, and Applied Computing (WORLDCOMP) 2008",CSREA Press,CD-ROM,2008,
Maximum Lego NXT : Building Robots with Java Brains,"Bagnall, Brian",Variant Press,TJ211.15. B3M,2007,
SCM 성과 극대화를 위한 ERP 구축 전략과 실천,"Wallace, Thomas F",엠플래닝,TS176. W3S,2006,
Linear and Nonlinear Inverse Problems with Practical Applications,Jennifer L. Muller,Society for Industrial and Applied Mathematics (SIAM),QA378.5. M8L,2012,
정보 보호 전문가의 CISSP 노트 : 새로운 개정 기준을 반영한,허종오,인포더북스,QA76.3. 허75정,2016,
"내 문장이 그렇게 이상한가요? : 내가 쓴 글, 내가 다듬는 법",김정선,유유,802. 김73내,2016,
European Air Traffic Management,"Cook, Andrew (ED)",Ashgate Publishing,TL725.T7. C6E,2007,
Java 언어로 배우는 디자인 패턴 입문,"Yuki, Hiroshi",영진닷컴,QA76.73.J38. Y8J,2008,
Demystifying Switched Capacitor Circuits,"Liu, Michael",Elsevier,TK7868.S88. L5D,2006,
Advanced TRM 실무 메뉴얼 : TRM 구축에서 PMS까찌,,STEMI Consulting,T175. A38,2007,
Embedded Cryptographic Hardware : Methodologies & Architectures,"Nedjah, Nadia (ED)",Nova Science Publishers,TK5102.94. N4E,2004,
한국 MEMS 학술 대회 2008,제10회 한국 MEMS 학술 대회 2008,한국MEMS학회,TK7875. 한17,2008,
To Infinity and Beyond! : The Story of Pixar Animation Studios,"Paik, Karen",Chronicle Books,NC1766.U53. P3T,2007,
Embedded Cryptographic Hardware : Design & Security,"Nedjah, Nadia (ED)",Nova Science Publishers,TK5102.94. N4E,2005,
찰스 페졸드의 WPF : C#과 XAML을 이용한 .NET 3.0 윈도우 프로그래밍,"Petzold, Charles",에이콘,QA76.76.A65. C48찰,2007,
비주얼 C# 3.0 : 예제로 배우는,조호묵,가메,QA76.73.C153. 조95비,2008,
Fusion : 영상 합성 프로그램의 최강자,고기환,혜지원,TA1637. 고19F,2007,
한국의 미래 전쟁 양상과 한국군의 합동 작전 개념 = Future Warfare in Korea Joint Operational Concept of the ROK Armed Forces,김정익,한국국방연구원,U21.2 김73한,2010,
C++로 쉽게 풀어쓴 자료 구조 = Data Structures Using C++,천인국,생능출판사,QA76.73.C153. 천69C,2016,
Designing Software Architectures : A Practical Approach,Humberto Cervantes,Addison-Wesley,QA76.758. C4D,2016,
나는 내가 싫고 좋고 이상하고: 백은선 산문  [전자자료],백은선,교보문고,818.,2021,
멋진 신세계 : 세상과 당신을 이어주는 테크 트렌드,임춘성,쌤앤파커스,331.54. 임817멋,2017,
4차 산업 혁명이라는 거짓말 : 과도한 열풍을 바라보는 여러 가지 시선,손화철,북바이북,331.544. 손96사,2017,
Principles of Marketing,"Kotler, Philip",Pearson Prentice Hall,HF5415. K6P,2008,
Accounting Principles,"Weygandt, Jerry J",John Wiley & Sons,HF5635. W4A,2008,
Modern Financial Management,"Ross, Stephen, A",McGraw-Hill,HG4011. R6M,2008,
초보자를 위한 Visual C# 2005,"Foxall, James",정보문화사,QA76.73.C154. F6V,2007,
JAVA 6 프로그래밍 : 이클립스와 예제로 배우는,임종권,가메,QA76.73.J38. 임75J,2008,
세포 분자 면역학,"Abbas, Abul K",E Public,QR185.5. A2세,2008,
Human Performance Modeling in Aviation,"Foyle, David C. (ED)",Taylor & Francis Group,TL553.6. F6H,2008,
Aviation Information Management : From Documents to Data,"Seamster, Thomas L. (ED)",Ashgate Publishing,TL564. S4A,2002,
Understanding Mathematics for Aircraft Navigation,"Wolper, James S",McGraw-Hill,TL586. W6U,2001,
Atmospheric and Space Flight Dynamics : Modeling and Simulation with MATLAB and Simulink,"Tewari, Ashish",Birkhauser,TL1050. T4A,2007,
MSP430 Microcontroller Basics,"Davies, John H",Elsevier,TJ223.P76. D3M,2008,
Applied Security Visualization,"Marty, Raffael",Addison-Wesley,TK5105.59. N3A,2009,
에너지 의학,"Oschman, James",군자,RZ999. O8에,2007,
인공 지능/클라우드/딥 러닝 기술 동향 및 ICT 융합 헬스 케어 산업 실태 분석,R&D정보센터,지식산업정보원,MR-2017-025,2017,
Modern Monopolies : What It Takes to Dominate the 21st-Century Economy,Alex Moazed,St. Martin's Press,HD9999.M782. M6M,2016,
"Technically Wrong : Sexist Apps, Biased Algorithms, and Other Threats of Toxic Tech",Sara Wachter-Boettcher,W.W. Norton & Company,TA169.5. W3T,2017,
보이스 퍼스트 패러다임 : 슈퍼 플랫폼을 선점하라,호모 디지쿠스,아마존의나비,331.5412. 호35보,2017,
탁월한 아이디어는 어디서 오는가 : 700년 역사에서 찾은 7가지 혁신 키워드,"Johnson, Steven",한국경제신문사,331.5413. J6탁,2012,
데이터 마이닝 : 비즈니스 애널리틱스를 위한,Galit Shmueli,이앤비플러스,HF5548.2. S5데,2017,
한국 지능 로봇 종합 학술 대회 2008,Korea robotics society,한국로봇공학회,TJ211. 한17,2008,
Handbook of Typography for Mathematical Sciences,"Krantz, Steven G",Chapman & Hall / CRC,Z253.4.T47. K7T,2001,
The Complete Manual of Typography,"Felici, James",Peachpit Press,Z250. F4C,2003,
Color Imaging Conference (CIC) 2001,The 9th IS&T/SID Color Imaging Conference 2001,The Society for Imaging Science & Technology,CD-ROM,2001,
International Telecommunications Society (ITS) 2008 : European Regional Conference,The 19th ITS European Regional Conference 2008,International Telecommunications Society (ITS),CD-ROM,2008,
"US-Korea Conference on Science, Technology, and Entrepreneurship (UKC) 2008",재미한인과학기술자협회,Korea-American Scientists and Engineers Association (KSEA),CD-ROM,2008,
Commercialization of Micro and Nano Systems Conference (COMS) 2008,Commercialization of Micro and Nano Systems Conference 2008,MANCEF,CD-ROM,2008,
Gigabit Ethernet for Metro Area Networks,"Bedell, Paul",McGraw-Hill,TK5105.8.E83. B4G,2003,
Delivering Carrier Ethernet : Extending Ethernet Beyond the LAN,"Kasim, Abdul",McGraw Hill,TK5105.8.E83. K3D,2008,
리눅스 서버 보안 관리 실무 = Linux Server Security Admin,홍석범,수퍼유저코리아,QA76.9.A25. 홍53리,2008,
개발자도 알아야 할 소프트웨어 테스팅 실무 = Practical Software Testing Foundation,권원일,STA,QA76.76.T48. 권67소,2008,
문제로 배우는 소프트웨어 테스팅 : ISTQB 국제 자격증 대비서 = Learn Software Testing Through Questions,권원일,STA,QA76.76.T48. 권67문,2007,
적외선 센서 보고서,비피기술거래,비피기술거래,MR-2017-028,2017,
Understanding SCA : Service Component Architecture,Jim Marino,Addison-Wesley,QA76.76.A65. M5U,2009,
ATmega128A 제어 및 C# HMI 프로그래밍,김재영,동일출판사,TJ223.P76. 김72A,2017,
Color Imaging Conference (CIC) 2002,The 10th IS&T/SID Color Imaging Conference 2002,The Society for Imaging Science & Technology,CD-ROM,2002,
예제로 배우는 Java Programming,고일석,혜지원,QA76.73.J38. 고69예,2000,
Multidimensional Item Response Theory,"Reckase, Mark",Springer,QA276.8. R4M,2009,
우리는 모두 식인종이다,클로드 레비 스트로스,arte,389. 클235우,2015,
e-기술 경영 전략 = e-Technology Management Strategy,서의호,홍릉과학출판사,HD45. 서68이,2014,
이더리움 베이직: 스마트 컨트랙트 입문에서 DApp 구현까지 = Ethereum Basic,고려대학교 블록체인 연구회,Bookstar,HG1710. 고234이,2017,
뉴 노멀 : 디지털 혁명 제2막의 시작,"Hinssen, Peter",흐름출판,331.5412. H5뉴,2014,
Web Security Sourcebook,"Rubin, Aviel D",Wiley Computer Pub,TK5105.59. R8W,1997,
Smart Power ICs : Technologies and Applications,"Murari, Bruno (ED)",Springer,TK7874.65. M8S,1996,
Digital Consumer Electronics Handbooks,"Jurgen, Ronald K. (ED)",McGraw-Hill,TK7870. J8D,1997,
Multimedia Information Storage and Management,"Chung, Soon M. (ED)",Kluwer Academic,QA76.575. C48M,1996,
"Video Database Systems : Issues, Products, and Applications","Elmagarmid, Ahmed K. (ED)",Kluwer Academic Publishers,QA76.9.D3. E57V,1997,
Software Requirements Engineering,"Thayer, Richard H. (ED)",IEEE Computer Society Press,QA76.758. T48S,1997,
Additive Cellular Automata : Theory and Applications Vol.1,"Chaudhuri, Parimal Pal",IEEE Computer Society Press,QA267.5.C45. C48A,1997,
Information Retrieval Systems : Theory and Implementation,"Kowalski, Gerald",Kluwer Academic Publishers,QA76.9.D3. K6I,1997,
Computability and Complexity : from a Programming Perspective,"Jones, Neil D",MIT Press,QA76.6. J6C,1997,
Expertise in Context : Human and Machine,"Feltovich, Paul J. (ED)",MIT Press,QA76.76.E95. P3E,1997,
Industrial Two-Phase Thermosyphons,"Pioro, L. S",Begell House,TJ263.2. P5I,1997,
Designing Microwave Circuits by Exact Synthesis,"Minnis, Brian J",Artech House,TK7876. M5D,1996,
"CVD of Compound Semicondictors : Precursor Synthesis, Development and Applications","Jones, Anthony C",VCH,QC611.8.C64. J6C,1997,
Windows Server 2008 Active Directory Resource Kit,"Reimer, Stan",Microsoft Press,TK5105.595. R4W,2008,
Windows PowerShell Scripting Guide,"Reimer, Stan",Microsoft Press,QA76.6. R4W,2008,
Internet Information Services (IIS) 7.0,"Volodarsky, Mike",Microsoft Press,TK5105.875.I57. V6I,2008,
Windows Administration : Productivity Solutions for IT Professionals,"Holme, Dan",Microsoft Press,QA76.76.O63. H6W,2008,
Windows Server 2008 Networking and Network Access Protection (NAP),"Davies, Joseph",Microsoft Press,TK5105.59. H6W,2008,
전병선의 객체 지향 이야기,전병선,와우북스,QA76.64. 전44객,2008,
CSS Mastery : Advanced Web Standards Solutions,"Budd, Andy",friends of ED,QA76.76.H94. B8C,2006,
Pro CSS and HTML Design Patterns,"Bowers, Michael",Apress,TK5105.888. B6P,2007,
Building a Web Site with Ajax : Visual QuickProject Guide,"Ullman, Larry E",Peachpit Press,TK5105.8885.A52. U57B,2008,
미래의 전쟁 : 과학이 바꾸는 전쟁의 풍경,Scientific American,한림,331.544. S28미,2017,
PHP 5 Advanced,"Ullman, Larry E",Peachpit Press,QA76.73.P224. U57P,2007,
NS-2 네트워크 시뮬레이터의 이해,장영민,홍릉과학출판사,TK5105.5. 장64N,2008,
NS-2 네트워크 시뮬레이터의 활용,장영민,홍릉과학출판사,TK5105.5. 장64N,2008,
"Handbook of 3D Integration : Technology and Applications of 3D Integrated Circuits, Vol. 1","Garrou, Philip (ED)",Wiley-VCH,TK7874. G3T,2008,
한눈에 보는 파생 상품,유인금,팜파스,327.83. 유69한,2008,
세상 모든 비밀을 푸는 수학 : 재난 예측에서 온라인 광고까지 미래 수학의 신세계,이창옥,사이언스북스,410.1. 이811세,2016,
"명견만리 : 향후 인류에게 가장 중요한 것들을 말하다 - 인구, 경제, 북한, 의료 편",KBS <명견만리> 제작팀,인플루엔셜,331.544. K35명,2016,
생각의 탄생 : 다빈치에서 파인먼까지 창조성을 빛낸 사람들의 13가지 생각도구,"Root-Berstein, Robert",에코의 서재,181.53. R6생,2007,
단순함의 법칙 : 인생과 비즈니스를 명쾌하게 만들어 주는 10가지 기술,"Ohmae, Kenichi",럭스미디어,199.1. O38단,2006,
렉서스와 올리브 나무,"Friedman, Thomas L",창해,322.8. F7렉,2003,
Understanding Intrusion Detection through Visualization,"Axelsson, Stefan",Springer,TK5105.59. A93U,2006,
The Visual Display of Quantitative Information,"Tufte, Edward R",Graphics Press,QA276.3. T8V,2001,
UWB : Theory and Applications,"Oppermann, Ian (ED)",John Wiley & Sons,TK5103.4. O6U,2004,
주식 가치 평가론 = Equity Asset Valuation,"Stowe, John D",탐진,HG4529. S7주,2008,
파생 상품의 평가와 헷징 전략,"Hull, John C",피어슨 에듀케이션 코리아,HG6024.A3. H8파,2008,
금융 시장의 이해,이요섭,연암사,HG220.A2. 이66금,2008,
RF Microelectronics,"Razavi, Behzad",Prentice-Hall,TK6560. R3R,1998,
Evolving Service Delivery Platforms 2005,Evolving Service Delivery Platforms 2005,IIR,CD-ROM,2005,
당신은 겉보기에 노력하고 있을 뿐 : 천만 열혈 청춘의 사고를 혁명한 인생 지침서,Li Shanglong,북플라자,199.1. L5당,2016,
단순한 삶 : 단순함은 기술이 아니라 마음가짐이다,샤를 와그너,판미동,199.1. 샤238단,2016,
한국바이오칩학회 창립 학술 대회 2006,KBCS,한국바이오칩학회,R857.B5. 한17,2006,
유럽의 시간을 걷다 : 한 권으로 떠나는 인문 예술 여행,최경철,웨일북(whalebooks),600.92. 최14유,2016,
사흘만 볼 수 있다면 : 그리고 헬렌 켈러의 생애,헬렌 켈러,두레아이들,990.8. 헬233사,2013,
통신 정보 합동 학술 대회 (JCCI) 2016,한국통신학회,한국통신학회,CD-ROM,2016,
"화폐 금융론 = Money, Banking & Financial Markets",오상근,법문사,HG220. 오51화,2008,
투자론 = Investments,"Bodie, Zvi",McGraw Hill Korea,HG4521. B6투,2008,
다변량 통계 자료 분석,김기영,자유아카데미,QA276.4. 김19다,1997,
Excel을 활용한 통계 자료 분석,한상태,자유아카데미,QA276.4. 한51E,2002,
"Supply Chain Management : 전략, 계획 및 운영","Chopra, Sunil",석정,HF5415.13. C48S,2007,
실전 윈도우 디버깅,"Hewardt, Mario",에이콘,QA76.76.O63. H4실,2008,
Visual Studio 2008 완벽 가이드,홍용표,영진닷컴,TK5105.8885.M57. 홍66V,2008,
Learning Autodesk Maya 2008 : The Modeling & Animation Handbook,Autodesk Maya Press,Sybex,TR897.7. A86L,2007,
European Conference on Solid-State Transducers (EUROSENSORS) 2008,The 22nd European Conference on Solid-State Transducers 2008,VDI/VDE,CD-ROM,2008,
차량용 이더넷 : 가장 확실한 가이드,찰스 코지록,Intrepid Control Systems Korea,TL272.53. K6차,2016,
International Conference on Solid State Devices and Materials (SSDM) 2008,International Conference on Solid State Devices and Materials 2008,Japan Society of Applied Physics,CD-ROM,2008,
European Spectrum Management Conference 2008,The 3rd Annual European Spectrum Management Conference 2008,epsilon,CD-ROM,2008,
RF MEMS 기술 : 9강,윤기완,전파교육연구센터 (RERC),CD-ROM,2006,
ROBOT DYNAMICS ALGORITHMS,"FEATHERSTONE, R",KLUWER ACADEMIC PUBLISHERS,TJ214. F4R,1987,
"Oracle Database 10g : XML & SQL - Design, Build, & Manage XML Applications in Java, C, C++, & PL/SQL","Scardina, Mark V",McGraw-Hill,QA76.76.H94. S28O,2004,
Foundation Flash CS3 for Designers,"Green, Tom",friends of ED,TR897.7. G4F,2007,
International CIIP Handbook 2008/2009,,Center for Security Studies (CSS),TK5105.59. C5,2008,
소프트웨어 프로젝트 관리,고석하,생능출판사,QA76.76.D47. 고53소,2008,
남북간 정보 격차 해소 학술 세미나 2007,한국정보문화진흥원,한국정보문화진흥원 (KADO),HN49.I56. 남47,2007,
RFID 이론과 응용,조대진,홍릉과학출판사,TS6553.R43. 조222R,2005,
Introduction to Electrodynamics,"Griffiths, David J",Prentice Hall,QC680. G8E,1999,
Fields and Waves in Communication Electronics,"Ramo, Simon",Wiley,QC665.E4. R3F,1994,
인간 존중 경영 : 조직 행위론적 접근,신유근,다산출판사,HD37. 신67경,2005,
21세기를 위한 경영학 = Principles of Management,조동성,서울경제경영,HD37. 조225이,2008,
C#.NET Mobile Programming,안원국,영진닷컴,QA76.73.C154. 안67C,2005,
선을 넘는 한국인 선을 긋는 일본인: 심리학의 눈으로 보는 두 나라 이야기  [전자자료],한민,교보문고,331.5.,2022,
"Synthesis of lumped element, distributed and planar filters","Helszajn, J",McGraw-Hill,TK7872.F5. H4,1990,
"Silicon Processing for the VLSI Era, Vol. 1 : Process Technology","Wolf, Stanley",Lattice Press,TK7874. W6S,1986,
Objected-oriented programming,"Coad, P",Prentice-Hall,QA76.64. C6O,1993,
Discrete mathematics with applications,"Mattson, H.F",John Wiley & Sons,QA76.9.M3. M3,1993,
Real-Time Rendering,"Moller, Tomas",AK Peters,T385. M6R,2008,
How Customers Think : Essential Insights into the Mind of the Market,"Zaltman, Gerald",Harvard Business School Press,HF5415.32. Z3H,2003,
Modern Industrial Organization,"Carlton, D.W",Addison-Wesley,HD2326. C3M,2005,
Escaping the Price-Driven Sale : How World Class Sellers Create Extraordinary Profit,"Snyder, Tom",McGraw-Hill,HF5416.5. S59E,2008,
컨텍스트를 생각하는 디자인,"Holtzblatt, Karen",팀인터페이스,QA76.9.S88. H6컨,2008,
C++ Programming Powerpack,"Vilot, M",Sams publishing,QA76.73.C15. V5,1993,
"Network flows; theory, algorithms, and applications","Ahuja, R.K.` Magnanti, T.L",Prentice-Hall,T57.85. A38,1993,
TUTORIAL; PRINCIPLES OF COMMUNICATION AND NETWORKING PROTOCOLS,"LAM, S.S",IEEE COMPUTER SOCIETY,TK5105.5. L3T,1984,
Semiconductor Device Modeling for VLSI,"Lee, Kwyro",Prentice-Hall,TK7871.85. L4S,1993,
Speech and Human-Machine Dialog,"Minker, Wolfgang",Kluwer Acadmeic Publishers,TK7882.S65. M5S,2004,
Handbook of Infrared Detection Technologies,"Henini, Mohamed (ED)",Elsevier Advanced Technology,TA1570. M6H,2002,
The Quantum theory of light,"Loudon, Rodney",Oxford University Press,QC446.2. L6Q,1973,
Introductory Quantum Optics,"Gerry, Christopher C",Cambridge University Press,QC446.2. G4I,2005,
Introduction to Quantum Optics : From Light Quanta to Quantum Teleportation,"Paul, Harry",Cambridge University Press,QC793.5. P3I,2004,
A Guide to Experiments in Quantum Optics,"Bachor, Hans-A",Wiley-VCH,QC446.2. B3G,2004,
한국바이오칩학회 학술 대회 (추계) 2006,한국바이오칩학회 추계 학술 대회 2006,한국바이오칩학회,R857.B5. 한17,2006,
기술 경영,"White, Margaret A",한경사,HD45. W48기,2010,
한국바이오칩학회 학술 대회 (춘계) 2007,한국바이오칩학회 춘계 학술 대회 2007,한국바이오칩학회,R857.B5. 한17,2007,
한국바이오칩학회 학술 대회 (추계) 2007,한국바이오칩학회 추계 학술 대회 2007,한국바이오칩학회,R857.B5. 한17,2007,
Clock Generators for SOC Processors : Circuits and Architectures,"Fahim, Amr M",Springer,TK7872.F73. F3C,2005,
Switched-Capacitor Techniques for High-Accuracy Filter and ADC Design,"Quinn, Patrick J",Springer,TK7868.S88. Q8S,2007,
Mathematical Methods of Quantum Optics,"Puri, Ravinder R",Springer-Velag,QC446.2. P8M,2001,
소비자 행동론 : 이해와 마케팅의 전략적 활용,임종원,경문사,HF5415.32. 임75소,1997,
International Symposium on Turbo Codes & Related Topics 1997,,ENST de Bretagne,TK5102.96. T3,1997,
Control of Spacecraft and Aircraft,"Bryson, Arthur E",Princeton University Press,TL3260. B7C,1994,
Software Management,"Reifer, Donald J",IEEE Computer Society Press,QA76.6. R4S,1997,
"RF Systems, Components, and Circuits Handbook","Losee, Ferril",Artech House,TK6560. L6R,1997,
Corpus Processing for Lexical Acquisition,"Boguraev, Branimir (ED)",MIT Press,QA76.9.N38. B6C,1996,
(An) Introduction to Neural Networks,"Anderson, James A",MIT Press,QP363.3. A5N,1995,
Aviator`s Guide to GPS,"Clarke, Bill",TAB Books,TL798. C57G,1996,
Communication and Computing for Distributed Multimedia Systems,"Lu, Guojun",Artech House,QA76.575. L8C,1996,
"Practical Digital Libraries : Books, Bytes, and Bucks","Lesk, Michael",Morgan Kaufmann Publishers,Z699.4. L4P,1997,
Perspectives on HCI : Diverse Approaches,"Monk, Andrew F. (ED)",Academic Press,QA76.9.H85. M6H,1995,
Delivering Voice over Frame Relay and ATM,"Minoli, Daniel",John Wiley & Sons,TK5105.3. M5D,1998,
Elements of Artificial Neural Networks,"Mehrotra, Kishan",The MIT Press,QA76.87. M4A,1997,
GPS : Theory and Practice,"Hofmann-Wellenhof, B",Springer-Verlag,TL798. H6G,1994,
설문 조사 처음에서 끝까지,최종후,자유아카데미,HA32. 최75설,2005,
Advances in Processing and Pattern Analysis of Biological Signals,"Gath, Isak (ED)",Plenum Press,R857.D47. G3A,1996,
Low-Power High-Speed ADCs for Nanometer CMOS Integration,"Cao, Zhiheng",Springer,TK7872.F73. C3L,2008,
프로그램은 왜 실패하는가 : 체계적인 디버깅 지침서,"Zeller, Andreas",사이텍미디어,QA76.9.D43. Z4프,2006,
기초 전파 통신 이론 및 응용,김기문,미래컴,TK6560. 김19전,2008,
"시나리오 기반, 사례 중심의 국제 라이센스 계약 = International License Agreement",최치호,한국대학기술이전협회 (Kautm),K1528. 최819국,2009,
Electrical Operation of Electrostatic Precipitators,"Parker, Ken",IEE,TP156.P7. P3E,2003,
Vector Quantization and Signal Compression,"Gersho, Allen",Kluwer Academic Publishers (KAP),TK5102.5. G4V,1992,
Essentials of UWB,"Wood, Stephen R",Cambridge University Press,TK5103.4. W6E,2008,
Network Coding : An Introduction,"Ho, Tracey",Cambridge University Press,TK5105. H6N,2008,
Information Visualization : Perception for Design,"Ware, Colin",Morgan Kaufmann,TS156.2. W3I,2004,
Information Visualization : Design for Interaction,"Spence, Robert",Pearson Education,TS156.2. S62I,2007,
Readings in Information Visualization : Using Vision to Think,"Card, Stuart K",Morgan Kaufmann,TK7882.I6. C3R,1999,
데이터베이스 설계와 구축 : 아는 만큼 보이는,이춘식,한빛미디어,QA76.9.D26. 이817데,2008,
Implementing Java Web Services : JAX-WS SCA & ESB,전병선,와우북스,QA76.73.J38. 전44I,2008,
u-서비스 융합 커뮤니티 컴퓨팅 = Ubiquitous Smart Space Community Computing,조위덕,진한 M&B,HM851. 조67U,2008,
IT 국제 표준화 활동 가이드 2007,한국정보통신기술협회,한국정보통신기술협회 (TTA),S-2007-009,2007,
Fluid Simulation for Computer Graphics,"Bridson, Robert",AK Peters,T385. B7F,2008,
Animals in Motion,"Muybridge, Eadweard",Dover Publications,QP301. M8A,1957,
Text Compression,"Bell, Timothy C",Prentice Hall PTR,QA76.9.T48. B4T,1990,
애프터 이펙트를 위한 익스프레션,정희목,디캠퍼스,TR858. 정98애,2006,
엑셀 2007 : 회사에서 바로 통하는,전미진,한빛미디어,HF5548.4.M523. 전39엑,2007,
CG 디자이너의 Lightroom & 로우 바이블 : Lightromm + DPP + CIPro + Nikon Capture + RawShooter_Program,마준성,웰북,T385. 마77C,2007,
CMOS 디지털 집적 회로 설계,박홍준,홍릉과학출판사,TK7874. 박95C,2008,
Practical WPF Graphics Programming : Advanced .NET Graphics Development with the Windows Presentation Foundation,"Xu, Jack",UniCAD,QA76.76.A65. X8P,2007,
Practical C# Charts and Graphics : Advanced Chart and Graphics Programming for Real-World .NET Applications,"Xu, Jack",UniCAD,QA76.73.C154. X8P,2007,
How Can the Human Mind Occur in the Physical Universe?,"Anderson, John R",Oxford University Press,BF311. A5H,2007,
Education Sampler CD,,Brocade,CD-ROM,2000,
"Micro Total Analysis Systems (μTAS) 2008, Vol. 2",The 12th International Conference on Miniaturized Systems for Chemistry and Life Sciences 2008,Chemical and Biological Microsystems Society (CBMS),QD79.M5 M5,2008,
Talking Prices : Symbolic Meanings of Prices on the Market for Contemporary Art,"Velthuis, Olav",Princeton University Press,N6490. V4T,2005,
Electrodynamics of Metamaterials,"Sarychev, Andrey K",World Scientific,TK454.4.M3. S2E,2007,
Informatization White Paper 2008,한국정보사회진흥원 (편),한국정보사회진흥원 (NIA),QA76.17. 한17국,2008,
International Conference on Very Large DataBases (VLDB) 2008,The 34th International Conference on Very Large DataBases 2008,ACM,CD-ROM,2008,
Asia-Pacific Network Operations and Management Symposium (APNOMS) 2008,The 11th Asia-Pacific Network Operations and Management Symposium 2008,IEEE,CD-ROM,2008,
흙의 노예: 이무영 소설  [전자자료],이무영,교보문고,813.7.,2011,
미래 기술 전략 지도 2025 : 일본의 신산업 창조 시나리오와 기술 혁신 로드맵 전격 공개,한국전자통신연구원 (역),전자신문사/한국전자통신연구원,T175. 일45미,2009,
파워 오피니언 50 : 케임브리지 동문 3000명의 선택,"Visser, Wayne",TENDEDERO,029.1. V5파,2010,
패턴 그리고 객체 지향적 코딩의 법칙,문우식,한빛미디어,TK5102.92. 문67패,2007,
International Conference on Soft Computing as Transdisciplinary Science and Technology (CSTST) 2008,The 5th International Conference on Soft Computing as Transdisciplinary Science and Technology 2008,IEEE,QA76.9. S6,2008,
"Principles of Bone Biology, Vol. 1",Bilezikian. John P,Academic Press (AP),QP88.2. B5P,2008,
"Principles of Bone Biology, Vol. 2",Bilezikian. John P,Academic Press (AP),QP88.2. B5P,2008,
바이오 안전성 백서 2009 = Biosafety White Paper 2009,,산업자원부,QH301. 바69,2009,
개정 저작권법 : 저작권법과 컴퓨터 프로그램 보호법을 통합한,,한국저작권위원회,K1401. 저73,2009,
Profession ATL COM Programming,"Grims, Richard",Wrox,QA76.64. G7P,1998,
Practical reliability engineering,"O`conner, P.D.T",John Wiley&Sons,TS173. O25,1991,
The Art of WALL.E,Disney,Chronicle Books,NC1766.U53. H3A,2008,
